episode,reward,loss,epsilon,steps,duration_sec,ma_reward_50
0,-189.09608,0.25326985018540815,0.995,481,0.8048880100250244,-189.09608
1,-199.60168000000002,0.3679278749952696,0.990025,281,0.5423691272735596,-194.34888
2,-196.18886000000003,0.4672262878316275,0.985074875,322,0.6322822570800781,-194.96220666666667
3,-195.44920000000002,0.4199197451265867,0.9801495006250001,281,0.5601449012756348,-195.083955
4,-199.7896,0.5293978247839045,0.9752487531218751,392,0.7554507255554199,-196.02508400000002
5,-192.4972,0.5273777113767693,0.9703725093562657,392,0.7300338745117188,-195.43710333333334
6,-191.95362,0.4246416486173812,0.9655206468094844,927,1.7400429248809814,-194.93946285714287
7,-194.2333,0.381027841323602,0.960693043575437,431,0.8006908893585205,-194.85119250000002
8,-197.52634,0.4862265899916949,0.9558895783575597,287,0.533689022064209,-195.1484311111111
9,-200.4313,0.5116720406631847,0.9511101304657719,1067,2.0781209468841553,-195.676718
10,-194.25566000000003,0.40906419358289364,0.946354579813443,382,0.7360630035400391,-195.5475309090909
11,-193.94002,0.3952943223490673,0.9416228069143757,467,0.9319717884063721,-195.41357166666668
12,-192.16968000000003,0.4176192507472782,0.9369146928798039,480,0.9702210426330566,-195.16404153846153
13,-201.27872,0.4534876199592405,0.9322301194154049,313,0.5939211845397949,-195.6008042857143
14,-194.2879,0.4355547487856449,0.9275689688183278,326,0.6404018402099609,-195.51327733333335
15,-197.55764000000002,0.4694884157405201,0.9229311239742362,877,1.68379807472229,-195.64105
16,-195.99120000000002,0.3416086383958784,0.918316468354365,209,0.4012620449066162,-195.66164705882352
17,-178.45180000000002,0.3771540826273461,0.9137248860125932,1125,2.2057740688323975,-194.70554444444446
18,-194.90536,0.34270056340905825,0.9091562615825302,209,0.40228915214538574,-194.71606105263157
19,-196.89294,0.38327086387780107,0.9046104802746175,651,1.248694896697998,-194.824905
20,-197.4676,0.36214347872853103,0.9000874278732445,233,0.44678211212158203,-194.95074761904763
21,-193.49502,0.347424819122678,0.8955869907338783,243,0.4651670455932617,-194.88457818181817
22,-197.50466,0.38448461859333427,0.8911090557802088,235,0.4515550136566162,-194.99849478260873
23,-196.96448,0.5289849134384316,0.8866535105013078,352,0.6723239421844482,-195.08041083333333
24,-187.23766,0.43041762158421926,0.8822202429488013,547,1.053668737411499,-194.7667008
25,10.77152000000002,0.37233804340681687,0.8778091417340573,1848,3.510756731033325,-186.86138461538465
26,-185.86348,0.41033784795800754,0.8734200960253871,332,0.6318168640136719,-186.82442518518522
27,-187.86786,0.35160125335962195,0.8690529955452602,279,0.5313100814819336,-186.86169071428571
28,-191.10186,0.3658062723960155,0.8647077305675338,231,0.4444708824157715,-187.0079034482759
29,-189.46456,0.39655179919778344,0.8603841919146962,401,0.7752499580383301,-187.08979200000002
30,-196.4477,0.586905176302002,0.8560822709551227,235,0.4529719352722168,-187.39166
31,-197.45182000000003,0.3887396000246605,0.851801859600347,530,1.0236659049987793,-187.70604
32,-193.10672000000002,0.34955307296707533,0.8475428503023453,273,0.5260181427001953,-187.869696969697
33,-189.69564000000003,0.5587722083997471,0.8433051360508336,213,0.4092249870300293,-187.9234011764706
34,1.2195200000000064,0.5265978465762512,0.8390886103705794,656,1.265143871307373,-182.5193177142857
35,-188.80596,0.35347568609198476,0.8348931673187264,372,0.7165119647979736,-182.69394666666668
36,-192.01182000000003,0.3768912623529376,0.8307187014821328,174,0.3336660861968994,-182.9457810810811
37,-197.78496,0.45178594514828824,0.8265651079747222,345,0.6641311645507812,-183.3362857894737
38,-199.42214000000004,0.485674609716499,0.8224322824348486,274,0.5282011032104492,-183.74874358974358
39,-192.60041999999999,0.31649023525243186,0.8183201210226743,303,0.583935022354126,-183.97003550000002
40,-191.38612,0.48889082787815025,0.8142285204175609,245,0.4743189811706543,-184.1509156097561
41,-190.29988,0.3088113880500121,0.810157377815473,293,0.5649752616882324,-184.29731952380953
42,-195.21120000000002,0.6038667959150755,0.8061065909263957,225,0.44104480743408203,-184.5511306976744
43,-190.24112,0.4746354288003767,0.8020760579717637,433,0.8389718532562256,-184.68044863636365
44,-190.95276,0.4550354804963209,0.798065677681905,372,0.7268407344818115,-184.81983333333332
45,-187.33936,0.44044373924100766,0.7940753492934954,401,0.7776031494140625,-184.8746056521739
46,-191.58184,0.4950346922803266,0.7901049725470279,401,0.775191068649292,-185.01731276595746
47,-189.48042,0.6071707390750959,0.7861544476842928,255,0.5033748149871826,-185.11029416666668
48,-193.29256,0.35447549861815836,0.7822236754458713,233,0.45260000228881836,-185.27727918367347
49,-187.46138,0.49499684919643266,0.778312557068642,511,1.0069777965545654,-185.32096120000003
50,-185.51256,0.4346861111975422,0.7744209942832988,1161,2.2875261306762695,-185.2492908
51,-192.51688000000001,0.5716781446883947,0.7705488893118823,193,0.37278008460998535,-185.10759480000002
52,-188.42404,0.622242199040154,0.7666961448653229,452,0.8721010684967041,-184.9522984
53,-193.28678,0.6091620873413609,0.7628626641409962,382,0.7381250858306885,-184.90905000000004
54,-193.4081,0.4588149638835798,0.7590483508202912,391,0.7569589614868164,-184.78142
55,-196.74486000000002,0.5966012790191905,0.7552531090661897,546,1.0570669174194336,-184.86637320000003
56,-196.91686,0.5351314787289099,0.7514768435208588,254,0.4879648685455322,-184.965638
57,-193.1413,0.39358899319459767,0.7477194593032545,275,0.531653881072998,-184.94379800000002
58,-192.76504,0.5243609878535351,0.7439808620067382,209,0.4032418727874756,-184.84857200000002
59,-190.10264,0.6455746186497298,0.7402609576967045,184,0.35601186752319336,-184.6419988
60,-190.62928000000002,0.5130540187076251,0.736559652908221,209,0.4044981002807617,-184.5694712
61,-188.09076,0.5742233322562512,0.7328768546436799,540,1.0529570579528809,-184.452486
62,-194.86768,0.5783823178428794,0.7292124703704616,257,0.49782705307006836,-184.50644599999998
63,-182.01600000000002,0.5763072413272069,0.7255664080186093,600,1.162316083908081,-184.12119160000003
64,-192.02762,0.5365075735498487,0.7219385759785162,223,0.4318430423736572,-184.075986
65,12.580880000000043,0.4896883993961161,0.7183288830986236,2352,4.515467882156372,-179.8732156
66,-195.43440000000004,0.5396678166537917,0.7147372386831305,233,0.4521598815917969,-179.8620796
67,-194.09868,0.47057539975722523,0.7111635524897149,372,0.7216629981994629,-180.1750172
